date,pcr_tests,pcr_pos_tests,pcr_positivity,ser_tests,ser_pos_tests,ser_positivity,pcr_tests_COCONINO,pcr_pos_tests_COCONINO,pcr_positivity_COCONINO,ser_tests_COCONINO,ser_pos_tests_COCONINO,ser_positivity_COCONINO,pcr_tests_LA_PAZ,pcr_pos_tests_LA_PAZ,pcr_positivity_LA_PAZ,ser_tests_LA_PAZ,ser_pos_tests_LA_PAZ,ser_positivity_LA_PAZ,pcr_tests_PIMA,pcr_pos_tests_PIMA,pcr_positivity_PIMA,ser_tests_PIMA,ser_pos_tests_PIMA,ser_positivity_PIMA,pcr_tests_YUMA,pcr_pos_tests_YUMA,pcr_positivity_YUMA,ser_tests_YUMA,ser_pos_tests_YUMA,ser_positivity_YUMA,pcr_tests_NAVAJO,pcr_pos_tests_NAVAJO,pcr_positivity_NAVAJO,ser_tests_NAVAJO,ser_pos_tests_NAVAJO,ser_positivity_NAVAJO,pcr_tests_YAVAPAI,pcr_pos_tests_YAVAPAI,pcr_positivity_YAVAPAI,ser_tests_YAVAPAI,ser_pos_tests_YAVAPAI,ser_positivity_YAVAPAI,pcr_tests_COCHISE,pcr_pos_tests_COCHISE,pcr_positivity_COCHISE,ser_tests_COCHISE,ser_pos_tests_COCHISE,ser_positivity_COCHISE
2020-04-18,612,92,0.150326797,4,1,0.25,77,7,0.090909091,1,1,1,4,0,0,,,,61,10,0.163934426,,,,7,0,0,,,,109,13,0.119266055,,,,18,1,0.055555556,,,,19,3,0.157894737,,,
2020-04-17,1712,170,0.099299065,13,4,0.307692308,34,7,0.205882353,,,,3,1,0.333333333,,,,204,28,0.137254902,1,0,0,22,2,0.090909091,,,,71,20,0.281690141,,,,38,0,0,,,,23,1,0.043478261,,,
2020-04-16,1600,177,0.110625,6,1,0.166666667,30,8,0.266666667,,,,2,0,0,,,,237,53,0.223628692,,,,18,0,0,,,,71,11,0.154929577,,,,67,1,0.014925373,1,0,0,21,1,0.047619048,,,
2020-04-15,1551,166,0.107027724,6,3,0.5,39,12,0.307692308,,,,2,0,0,,,,200,24,0.12,,,,20,1,0.05,,,,63,13,0.206349206,,,,49,1,0.020408163,,,,21,1,0.047619048,,,
2020-04-14,1453,169,0.116311081,4,0,0,50,18,0.36,,,,1,0,0,,,,164,28,0.170731707,,,,13,0,0,,,,79,28,0.35443038,,,,46,0,0,,,,18,4,0.222222222,,,
2020-04-13,1594,207,0.129861982,6,2,0.333333333,18,5,0.277777778,,,,4,0,0,,,,222,40,0.18018018,,,,15,2,0.133333333,,,,36,18,0.5,,,,64,1,0.015625,,,,10,0,0,,,
2020-04-12,593,79,0.133220911,1,0,0,18,8,0.444444444,,,,6,1,0.166666667,,,,64,18,0.28125,,,,11,2,0.181818182,,,,14,5,0.357142857,,,,10,0,0,,,,5,1,0.2,,,
2020-04-11,547,65,0.118829982,1,0,0,34,8,0.235294118,,,,1,0,0,,,,61,8,0.131147541,,,,10,2,0.2,,,,63,17,0.26984127,,,,23,1,0.043478261,,,,10,0,0,,,
2020-04-10,1356,152,0.112094395,4,0,0,29,10,0.344827586,,,,1,0,0,,,,182,41,0.225274725,,,,26,0,0,,,,60,15,0.25,,,,55,0,0,,,,21,3,0.142857143,,,
2020-04-09,1470,164,0.111564626,4,0,0,22,8,0.363636364,,,,2,0,0,,,,145,31,0.213793103,,,,27,0,0,,,,65,23,0.353846154,,,,75,2,0.026666667,,,,20,0,0,,,
2020-04-08,1360,167,0.122794118,1,0,0,31,11,0.35483871,,,,1,0,0,,,,183,27,0.147540984,1,0,0,19,2,0.105263158,,,,55,21,0.381818182,,,,46,1,0.02173913,,,,12,1,0.083333333,,,
2020-04-07,1485,153,0.103030303,1,1,1,36,12,0.333333333,,,,2,0,0,,,,195,24,0.123076923,,,,8,1,0.125,,,,74,24,0.324324324,,,,56,0,0,,,,25,2,0.08,,,
2020-04-06,1845,194,0.105149051,1,1,1,16,8,0.5,,,,4,0,0,,,,222,33,0.148648649,,,,16,1,0.0625,,,,23,5,0.217391304,,,,99,1,0.01010101,,,,11,0,0,,,
2020-04-05,599,71,0.118530885,,,,13,3,0.230769231,,,,1,0,0,,,,61,13,0.213114754,,,,7,1,0.142857143,,,,31,8,0.258064516,,,,17,0,0,,,,17,0,0,,,
2020-04-04,760,100,0.131578947,,,,29,12,0.413793103,,,,3,0,0,,,,93,16,0.172043011,,,,9,1,0.111111111,,,,68,23,0.338235294,,,,30,2,0.066666667,,,,21,0,0,,,
2020-04-03,1606,162,0.100871731,,,,35,6,0.171428571,,,,2,0,0,,,,230,26,0.113043478,,,,21,0,0,,,,60,12,0.2,1,0,0,73,1,0.01369863,,,,24,1,0.041666667,,,
2020-04-02,1704,135,0.079225352,1,0,0,28,9,0.321428571,,,,5,0,0,,,,193,26,0.134715026,,,,19,0,0,,,,97,25,0.257731959,,,,98,3,0.030612245,,,,20,3,0.15,,,
2020-04-01,1646,144,0.087484812,,,,36,11,0.305555556,,,,2,1,0.5,,,,183,20,0.109289617,,,,26,2,0.076923077,,,,66,15,0.227272727,,,,83,5,0.060240964,,,,21,1,0.047619048,,,
2020-03-31,1594,143,0.089711418,,,,35,13,0.371428571,,,,3,0,0,,,,170,26,0.152941176,,,,13,0,0,,,,59,19,0.322033898,,,,62,2,0.032258065,,,,21,1,0.047619048,,,
2020-03-30,1753,166,0.094694809,,,,18,5,0.277777778,,,,1,0,0,,,,221,17,0.076923077,,,,29,3,0.103448276,,,,31,10,0.322580645,,,,85,7,0.082352941,,,,10,0,0,,,
2020-03-29,526,65,0.123574144,,,,26,12,0.461538462,,,,2,0,0,,,,57,8,0.140350877,,,,8,0,0,,,,28,7,0.25,,,,16,3,0.1875,,,,10,0,0,,,
2020-03-28,876,98,0.111872146,,,,24,7,0.291666667,,,,2,0,0,,,,124,19,0.153225806,,,,8,1,0.125,,,,38,7,0.184210526,,,,17,0,0,,,,17,0,0,,,
2020-03-27,1739,112,0.06440483,,,,22,8,0.363636364,,,,2,0,0,,,,256,16,0.0625,,,,8,0,0,,,,47,19,0.404255319,,,,79,4,0.050632911,,,,16,0,0,,,
2020-03-26,1773,137,0.077270164,,,,31,9,0.290322581,,,,,,,,,,253,17,0.067193676,,,,11,3,0.272727273,,,,34,6,0.176470588,,,,93,6,0.064516129,,,,24,0,0,,,
2020-03-25,2045,139,0.06797066,,,,31,6,0.193548387,,,,,,,,,,310,15,0.048387097,,,,12,0,0,,,,41,2,0.048780488,,,,55,2,0.036363636,,,,23,1,0.043478261,,,
2020-03-24,1920,128,0.066666667,,,,32,5,0.15625,,,,,,,,,,287,22,0.076655052,,,,13,1,0.076923077,,,,33,2,0.060606061,,,,59,2,0.033898305,,,,24,0,0,,,
2020-03-23,1910,136,0.071204188,,,,8,2,0.25,,,,,,,,,,325,23,0.070769231,,,,14,1,0.071428571,,,,19,2,0.105263158,,,,65,0,0,,,,5,0,0,,,
2020-03-22,520,40,0.076923077,,,,35,1,0.028571429,,,,,,,,,,93,9,0.096774194,,,,5,0,0,,,,27,6,0.222222222,,,,10,1,0.1,,,,4,0,0,,,
2020-03-21,580,41,0.070689655,,,,35,2,0.057142857,,,,,,,,,,91,5,0.054945055,,,,1,0,0,,,,40,4,0.1,,,,17,0,0,,,,12,0,0,,,
2020-03-20,1477,86,0.058226134,,,,25,3,0.12,,,,,,,,,,265,14,0.052830189,,,,7,1,0.142857143,,,,46,3,0.065217391,,,,65,1,0.015384615,,,,4,1,0.25,,,
2020-03-19,1298,62,0.047765794,,,,8,2,0.25,,,,,,,,,,210,7,0.033333333,,,,2,0,0,,,,15,2,0.133333333,,,,58,1,0.017241379,,,,7,0,0,,,
2020-03-18,1129,48,0.0425155,,,,9,3,0.333333333,,,,,,,,,,186,5,0.02688172,,,,12,1,0.083333333,,,,65,12,0.184615385,,,,34,0,0,,,,6,0,0,,,
2020-03-17,1080,66,0.061111111,,,,12,4,0.333333333,,,,,,,,,,154,7,0.045454545,,,,7,0,0,,,,14,0,0,,,,48,0,0,,,,5,0,0,,,
2020-03-16,820,39,0.047560976,,,,9,1,0.111111111,,,,,,,,,,122,5,0.040983607,,,,4,0,0,,,,2,0,0,,,,44,1,0.022727273,,,,2,0,0,,,
2020-03-15,233,14,0.060085837,,,,9,0,0,,,,,,,,,,19,2,0.105263158,,,,4,0,0,,,,3,2,0.666666667,,,,4,0,0,,,,3,0,0,,,
2020-03-14,203,11,0.054187192,,,,7,0,0,,,,,,,,,,27,4,0.148148148,,,,1,0,0,,,,5,0,0,,,,4,0,0,,,,3,0,0,,,
2020-03-13,370,6,0.016216216,,,,2,0,0,,,,,,,,,,72,1,0.013888889,,,,1,0,0,,,,4,0,0,,,,4,0,0,,,,1,0,0,,,
2020-03-12,258,7,0.027131783,,,,2,0,0,,,,,,,,,,51,0,0,,,,1,0,0,,,,4,0,0,,,,6,0,0,,,,1,0,0,,,
2020-03-11,84,2,0.023809524,,,,,,,,,,,,,,,,29,1,0.034482759,,,,,,,,,,4,0,0,,,,1,0,0,,,,,,,,,
2020-03-10,38,0,0,,,,,,,,,,,,,,,,6,0,0,,,,,,,,,,,,,,,,3,0,0,,,,,,,,,
2020-03-09,38,1,0.026315789,,,,,,,,,,,,,,,,3,0,0,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,
2020-03-08,7,0,0,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-07,2,0,0,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-06,16,1,0.0625,,,,,,,,,,,,,,,,2,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-05,5,0,0,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04,9,1,0.111111111,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-03,1,0,0,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-02,3,2,0.666666667,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-01,3,0,0,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-29,1,1,1,,,,,,,,,,,,,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-28,2,0,0,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-27,6,3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-26,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-25,7,1,0.142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-24,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-23,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-22,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-16,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-15,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-08,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-03,2,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
